Actual,Target
0.8398524360596713,0.0
4.194026192542373,0.0
4.647462732210501,0.0
6.196267910430269,0.0
6.97119409831575,7.17
6.973288493418144,7.17
6.969099703213357,7.17
6.969099703213357,7.17
6.973288493418144,7.17
7.745073088650035,7.17
6.97119409831575,7.17
6.973288493418144,7.17
7.74088429844525,7.17
6.973288493418144,7.17
6.973288493418144,7.17
7.742978693547643,7.17
6.973288493418144,7.17
6.969099703213357,7.17
6.97119409831575,7.17
7.745073088650035,7.17
6.973288493418144,7.17
6.97119409831575,7.17
7.723081940074907,7.17
6.992138049339682,7.17
6.969099703213357,7.17
6.97119409831575,7.17
7.745073088650035,7.17
6.973288493418144,7.17
6.969099703213357,7.17
7.704232384153368,7.17
7.007846012607632,7.17
6.97119409831575,7.17
6.97119409831575,7.17
7.745073088650035,7.17
6.97119409831575,7.17
6.97119409831575,7.17
6.97119409831575,7.17
7.748214681303626,7.17
6.969099703213357,7.17
6.973288493418144,7.17
7.73460111313807,7.17
6.979571678725324,7.17
6.97119409831575,7.17
6.97119409831575,7.17
7.745073088650035,7.17
6.97119409831575,7.17
6.97119409831575,7.17
7.702137989050976,7.17
7.009940407710024,7.17
6.973288493418144,7.17
6.97119409831575,7.17
7.742978693547643,7.17
6.97119409831575,7.17
6.97119409831575,7.17
6.97119409831575,7.17
7.745073088650035,7.17
6.97119409831575,7.17
6.973288493418144,7.17
7.742978693547643,7.17
6.97119409831575,7.17
6.97119409831575,7.17
6.97119409831575,7.17
7.745073088650035,7.17
6.97119409831575,7.17
6.97119409831575,7.17
7.706326779255763,7.17
7.005751617505239,7.17
6.97119409831575,7.17
6.973288493418144,7.17
7.742978693547643,7.17
6.97119409831575,7.17
6.969099703213357,7.17
6.975382888520537,7.17
7.745073088650035,7.17
6.969099703213357,7.17
6.97119409831575,7.17
7.742978693547643,7.17
6.973288493418144,7.17
6.97119409831575,7.17
6.97119409831575,7.17
7.745073088650035,7.17
6.97119409831575,7.17
6.97119409831575,7.17
7.706326779255763,7.17
7.007846012607632,7.17
6.969099703213357,7.17
6.97119409831575,7.17
7.745073088650035,7.17
6.973288493418144,7.17
6.969099703213357,7.17
7.695854803743796,7.17
7.016223593017204,7.17
6.97119409831575,7.17
6.973288493418144,7.17
7.745073088650035,7.17
6.97119409831575,7.17
6.969099703213357,7.17
6.97119409831575,7.17
7.745073088650035,7.17
6.97119409831575,7.17
6.97119409831575,7.17
7.745073088650035,7.17
6.97119409831575,7.17
6.97119409831575,7.17
6.973288493418144,7.17
7.742978693547643,7.17
6.973288493418144,7.17
6.969099703213357,7.17
7.7251763351773,7.17
6.990043654237289,7.17
6.973288493418144,7.17
6.97119409831575,7.17
7.742978693547643,7.17
6.97119409831575,7.17
6.97119409831575,7.17
7.692713211090206,7.17
7.020412383221991,7.17
6.97119409831575,7.17
6.969099703213357,7.17
7.748214681303626,7.17
6.969099703213357,7.17
6.97119409831575,7.17
6.97119409831575,7.17
7.745073088650035,7.17
6.97119409831575,7.17
6.97119409831575,7.17
7.729365125382087,7.17
6.985854864032502,7.17
6.97119409831575,7.17
