"Graph 0"
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
1.440000
2.880000
5.750000
7.150000
7.230000
7.190000
8.630000
10.030000
8.830000
10.070000
8.810000
10.070000
10.070000
10.070000
10.070000
11.240000
10.150000
10.070000
10.070000
10.070000
11.210000
10.170000
10.070000
10.070000
11.330000
10.070000
10.070000
11.310000
10.080000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.200000
10.180000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.280000
10.110000
10.070000
10.070000
11.330000
10.070000
10.070000
11.320000
10.070000
10.070000
11.320000
10.070000
10.070000
11.210000
10.170000
10.070000
10.070000
11.320000
10.070000
10.070000
11.330000
10.070000
10.070000
11.290000
10.100000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.260000
10.130000
10.070000
11.240000
10.140000
10.070000
11.270000
10.120000
10.070000
11.220000
10.170000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
11.200000
10.180000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
11.240000
10.150000
10.070000
11.270000
10.120000
10.070000
11.230000
10.160000
10.070000
11.260000
10.130000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
11.220000
10.160000
10.070000
11.240000
10.150000
10.070000
11.200000
10.180000
10.070000
11.290000
10.100000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
11.210000
10.170000
10.070000
11.200000
10.180000
10.070000
11.270000
10.120000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
11.200000
10.180000
10.070000
11.260000
10.130000
10.070000
11.240000
10.140000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
11.210000
10.170000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
10.070000
11.330000
10.070000
11.220000
